,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discovery_method,planet_orbital_inclination,planet_density,host_temperature,host_mass,host_radius
1323,K2-42 b,1309.0,5.27 Earths,15.023,2016,Neptune-like,2.15 x Earth,0.0617 AU,6.7 days,0.0,K2-4,Transit,89.54,,4014.73,0.64,0.57
1324,K2-43 b,599.0,18.5 Earths,15.596,2016,Neptune-like,0.402 x Jupiter,0.03784 AU,3.5 days,0.07,K2-42,Transit,,,4613.0,0.7,0.64
1325,K2-43 c,599.0,6.44 Earths,15.596,2019,Neptune-like,0.216 x Jupiter,Unknown,2.2 days,0.0,K2-43,Transit,89.6,,3840.6,0.57,0.54
1326,K2-44 b,1576.0,7.85 Earths,12.189,2016,Neptune-like,0.243 x Jupiter,0.0651 AU,5.7 days,0.0,K2-43,Transit,89.26,,3840.6,0.57,0.54
1327,K2-45 b,1639.0,36.4 Earths,15.78,2016,Neptune-like,0.599 x Jupiter,0.0224 AU,1.7 days,0.1,K2-44,Transit,,,5912.0,1.15,1.58
1328,K2-46 b,1484.0,4.86 Earths,12.029,2016,Super Earth,2.05 x Earth,0.13821 AU,19.2 days,0.0,K2-45,Transit,,,4103.0,0.5,0.45
1329,K2-47 b,1153.0,4.23 Earths,14.085,2016,Super Earth,1.89 x Earth,0.1779 AU,31.6 days,0.0,K2-46,Transit,,,6256.0,0.96,1.29
1330,K2-48 b,1033.0,5.65 Earths,14.277,2016,Neptune-like,0.2 x Jupiter,0.1344 AU,20.5 days,0.0,K2-47,Transit,,,5054.0,0.75,0.76
1331,K2-49 b,1511.0,4.38 Earths,15.668,2016,Super Earth,1.93 x Earth,0.0309 AU,2.8 days,0.0,K2-48,Transit,,,4899.0,0.77,0.73
1332,K2-4 b,761.0,5.06 Earths,14.907,2015,Neptune-like,2.1 x Earth,0.078 AU,10 days,0.08,K2-49,Transit,,,4175.0,0.51,0.45
1333,K2-50 b,846.0,3.15 Earths,14.717,2016,Super Earth,1.59 x Earth,0.0705 AU,8.8 days,0.0,K2-5,Transit,87.35,,3930.0,0.61,0.57
1334,K2-52 b,3398.0,144 Jupiters,15.255,2016,Gas Giant,1.606 x Jupiter,0.054 AU,3.5 days,0.0,K2-5,Transit,86.95,,3930.0,0.61,0.57
1335,K2-53 b,454.0,7.27 Earths,12.148,2016,Neptune-like,0.232 x Jupiter,0.098 AU,12.2 days,0.0,K2-50,Transit,,,,0.61,
1336,K2-54 b,574.0,1.6 Earths,14.042,2016,Super Earth,1.15 x Earth,0.0671 AU,9.8 days,0.0,K2-52,Transit,86.46,,7147.0,1.69,2.19
1337,K2-55 b,523.0,14 Earths,13.546,2016,Neptune-like,0.341 x Jupiter,0.03486 AU,2.8 days,0.07,K2-53,Transit,89.32,,5263.0,0.85,0.81
1338,K2-57 b,868.0,5.06 Earths,14.501,2016,Neptune-like,2.1 x Earth,0.0746 AU,9 days,0.0,K2-54,Transit,,,3798.0,0.42,0.38
1339,K2-58 b,596.0,7.65 Earths,12.378,2016,Neptune-like,0.239 x Jupiter,0.0692 AU,7.1 days,0.0,K2-55,Transit,,,4456.0,0.7,0.63
1340,K2-58 c,596.0,3.26 Earths,12.378,2016,Super Earth,1.62 x Earth,0.035 AU,2.5 days,0.0,K2-57,Transit,,,4434.0,0.68,0.62
1341,K2-58 d,596.0,3.57 Earths,12.378,2016,Super Earth,1.71 x Earth,0.1517 AU,22.9 days,0.0,K2-58,Transit,,,5413.0,0.89,0.86
1342,K2-59 b,1025.0,6.39 Earths,14.226,2016,Neptune-like,0.215 x Jupiter,0.1354 AU,20.7 days,0.0,K2-58,Transit,,,5413.0,0.89,0.86
1343,K2-59 c,1025.0,5.9 Earths,14.226,2016,Neptune-like,0.205 x Jupiter,0.0905 AU,11.3 days,0.0,K2-58,Transit,,,5413.0,0.89,0.86
1344,K2-5 b,666.0,4.31 Earths,14.91,2015,Super Earth,1.91 x Earth,0.0532 AU,5.7 days,0.0,K2-59,Transit,,,5055.0,0.77,0.73
1345,K2-5 c,666.0,5.73 Earths,14.91,2015,Neptune-like,0.202 x Jupiter,0.0818 AU,10.9 days,0.0,K2-59,Transit,,,5055.0,0.77,0.73
1346,K2-60 b,1627.0,0.426 Jupiters,12.789,2016,Gas Giant,0.683 x Jupiter,0.045 AU,3 days,0.0,K2-6,Transit,,,5850.0,0.97,0.96
1347,K2-61 b,1339.0,6.71 Earths,12.991,2016,Neptune-like,0.221 x Jupiter,0.0392 AU,2.6 days,0.0,K2-60,Transit,88.49,1.7,5500.0,0.97,1.12
1348,K2-62 b,368.0,5.22 Earths,12.397,2016,Neptune-like,2.14 x Earth,0.0636 AU,6.7 days,0.0,K2-61,Transit,,,6293.0,1.21,1.36
1349,K2-62 c,368.0,5.22 Earths,12.397,2016,Neptune-like,2.14 x Earth,0.1148 AU,16.2 days,0.0,K2-62,Transit,,,4880.0,0.77,0.73
1350,K2-63 b,1711.0,10.5 Earths,12.876,2016,Neptune-like,0.287 x Jupiter,0.1627 AU,20.3 days,0.0,K2-62,Transit,,,4880.0,0.77,0.73
1351,K2-63 c,1711.0,14.5 Earths,12.876,2016,Neptune-like,0.348 x Jupiter,0.189 AU,25.5 days,0.0,K2-63,Transit,,,6771.0,1.4,1.63
1352,K2-64 b,1653.0,4.94 Earths,14.086,2016,Super Earth,2.07 x Earth,0.0619 AU,6.5 days,0.0,K2-63,Transit,,,6771.0,1.4,1.63
1353,K2-65 b,255.0,3.12 Earths,10.801,2016,Super Earth,1.58 x Earth,0.1014 AU,12.6 days,0.0,K2-64,Transit,,,5312.0,0.74,0.73
1354,K2-66 b,1698.0,21.3 Earths,11.71,2016,Super Earth,0.222 x Jupiter,0.05983 AU,5.1 days,0.0,K2-65,Transit,,,5213.0,0.87,0.84
1355,K2-68 b,553.0,3.12 Earths,12.977,2016,Super Earth,1.58 x Earth,0.0708 AU,8.1 days,0.0,K2-66,Transit,86.6,7.8,5887.0,1.11,1.67
1356,K2-69 b,592.0,5.99 Earths,15.057,2016,Neptune-like,0.207 x Jupiter,0.0591 AU,7.1 days,0.0,K2-68,Transit,,,4746.0,0.73,0.68
1357,K2-6 b,1043.0,6.8 Earths,12.654,2015,Neptune-like,0.223 x Jupiter,0.1898 AU,30.9 days,0.0,K2-69,Transit,,,4127.0,0.55,0.49
1358,K2-70 b,765.0,8.7 Earths,12.989,2016,Neptune-like,0.258 x Jupiter,0.1112 AU,14 days,0.0,K2-7,Transit,,,5772.0,0.97,0.96
1359,K2-71 b,502.0,5.27 Earths,15.189,2016,Neptune-like,2.15 x Earth,0.0559 AU,7 days,0.0,K2-70,Transit,,,5622.0,0.94,0.93
1360,K2-72 b,217.0,1.28 Earths,15.309,2016,Super Earth,1.08 x Earth,0.04 AU,5.6 days,0.11,K2-71,Transit,,,4006.0,0.48,0.43
1361,K2-72 c,217.0,1.65 Earths,15.309,2016,Super Earth,1.16 x Earth,0.078 AU,15.2 days,0.11,K2-72,Transit,89.15,,3360.47,0.27,0.33
1362,K2-72 d,217.0,1.01 Earths,15.309,2016,Super Earth,1.01 x Earth,0.05 AU,7.8 days,0.11,K2-72,Transit,89.54,,3360.47,0.27,0.33
1363,K2-72 e,217.0,2.21 Earths,15.309,2016,Super Earth,1.29 x Earth,0.106 AU,24.2 days,0.11,K2-72,Transit,89.26,,3360.47,0.27,0.33
1364,K2-73 b,885.0,6.57 Earths,11.345,2016,Neptune-like,0.219 x Jupiter,0.07619 AU,7.5 days,0.0,K2-72,Transit,89.68,,3360.47,0.27,0.33
1365,K2-74 b,1246.0,5.95 Earths,12.588,2016,Neptune-like,0.206 x Jupiter,0.1402 AU,19.6 days,0.0,K2-73,Transit,,,5922.0,1.05,1.06
1366,K2-75 b,1862.0,7.61 Earths,12.701,2016,Neptune-like,0.238 x Jupiter,0.081 AU,7.8 days,0.0,K2-74,Transit,,,6060.0,0.96,0.98
1367,K2-75 c,1862.0,8.1 Earths,12.701,2016,Neptune-like,0.247 x Jupiter,0.1429 AU,18.3 days,0.0,K2-75,Transit,,,5995.0,1.16,1.56
1368,K2-77 b,464.0,1.9 Jupiters,12.158,2016,Neptune-like,0.205 x Jupiter,0.076 AU,8.2 days,0.14,K2-75,Transit,,,5995.0,1.16,1.56
1369,K2-79 b,841.0,13.2 Earths,12.075,2016,Neptune-like,0.329 x Jupiter,0.0987 AU,11 days,0.0,K2-77,Transit,88.7,,4970.0,0.8,0.76
1370,K2-7 b,2462.0,7.61 Earths,13.213,2015,Neptune-like,0.238 x Jupiter,0.1814 AU,28.7 days,0.0,K2-79,Transit,,,5926.0,1.06,1.28
1371,K2-80 b,659.0,4.7 Earths,12.626,2016,Super Earth,2.01 x Earth,0.135 AU,19.1 days,0.0,K2-8,Transit,86.42,,4870.0,0.78,0.74
1372,K2-80 c,659.0,2.76 Earths,12.626,2016,Super Earth,1.47 x Earth,0.0596 AU,5.6 days,0.0,K2-8,Transit,86.7,,4870.0,0.78,0.74
1373,K2-80 d,659.0,7.04 Earths,12.626,2018,Neptune-like,0.228 x Jupiter,Unknown,28.9 days,0.0,K2-80,Transit,,,5441.0,0.9,0.87
1374,K2-81 b,829.0,4.54 Earths,14.364,2016,Super Earth,1.97 x Earth,0.059 AU,6.1 days,0.06,K2-80,Transit,,,5441.0,0.9,0.87
1375,K2-83 b,411.0,2.08 Earths,14.514,2016,Super Earth,1.244 x Earth,0.03014 AU,2.7 days,0.07,K2-80,Transit,89.397,,5441.0,0.9,0.87
1376,K2-83 c,411.0,2.8 Earths,14.514,2016,Super Earth,1.483 x Earth,0.07131 AU,10 days,0.06,K2-81,Transit,89.29,,4674.13,0.75,0.63
1377,K2-84 b,937.0,6.39 Earths,13.443,2016,Neptune-like,0.215 x Jupiter,0.0665 AU,6.4 days,0.0,K2-83,Transit,,,3910.0,0.48,0.42
1378,K2-84 c,937.0,4.78 Earths,13.443,2016,Super Earth,2.03 x Earth,0.1768 AU,27.9 days,0.0,K2-83,Transit,,,3910.0,0.48,0.42
1379,K2-85 b,318.0,1.01 Earths,12.831,2016,Super Earth,1.01 x Earth,0.01263 AU,0.7 days,0.24,K2-84,Transit,,,5652.0,0.95,0.93
1380,K2-86 b,850.0,4.5 Earths,13.167,2016,Super Earth,1.96 x Earth,0.077 AU,8.8 days,0.0,K2-84,Transit,,,5652.0,0.95,0.93
1381,K2-87 b,1643.0,0.141 Jupiters,14.134,2016,Gas Giant,0.678 x Jupiter,0.094 AU,9.7 days,0.0,K2-85,Transit,,,4268.0,0.57,0.51
1382,K2-88 b,362.0,2.04 Earths,15.476,2016,Super Earth,1.23 x Earth,0.0345 AU,4.6 days,0.26,K2-86,Transit,,,5482.0,0.79,0.76
1383,K2-89 b,281.0,0.17 Earths,14.162,2016,Terrestrial,0.615 x Earth,0.01462 AU,1.1 days,0.15,K2-87,Transit,87.74,,5747.0,1.16,1.4
1384,K2-8 b,1331.0,12.5 Earths,14.61,2015,Neptune-like,0.319 x Jupiter,0.0856 AU,10.4 days,0.0,K2-88,Transit,,,3537.0,0.26,0.26
1385,K2-8 c,1331.0,6.39 Earths,14.61,2016,Neptune-like,0.215 x Jupiter,0.0532 AU,5.1 days,0.0,K2-89,Transit,,,3691.0,0.35,0.32
1386,K2-90 b,440.0,7.27 Earths,13.855,2016,Neptune-like,0.232 x Jupiter,0.096 AU,13.7 days,0.07,K2-9,Transit,87.983,,3390.0,0.3,0.31
1387,K2-90 c,440.0,2.24 Earths,13.855,2016,Super Earth,1.3 x Earth,0.035 AU,2.9 days,0.19,K2-90,Transit,89.24,,4484.0,0.63,0.62
1388,K2-91 b,204.0,1.37 Earths,15.572,2016,Super Earth,1.1 x Earth,0.0164 AU,1.4 days,0.09,K2-90,Transit,86.94,,4484.0,0.63,0.62
1389,K2-95 b,589.0,14.3 Earths,16.084,2016,Neptune-like,0.346 x Jupiter,0.0696 AU,10.1 days,0.16,K2-91,Transit,,,3622.0,0.29,0.28
1390,K2-97 b,2837.0,0.48 Jupiters,12.611,2016,Gas Giant,0.947 x Jupiter,0.086 AU,8.4 days,0.22,K2-95,Transit,,,3548.0,0.44,0.42
1391,K2-98 b,1717.0,32.2 Earths,12.166,2016,Neptune-like,0.464 x Jupiter,0.0974 AU,10.1 days,0.0,K2-97,Transit,,,4717.0,1.2,4.47
1392,K2-99 b,1704.0,0.97 Jupiters,11.149,2016,Gas Giant,1.046 x Jupiter,0.1597 AU,18.3 days,0.19,K2-98,Transit,,,6172.0,1.2,1.57
1393,K2-9 b,271.0,5.69 Earths,15.63,2015,Neptune-like,0.201 x Jupiter,0.091 AU,18.4 days,0.0,K2-99,Transit,,,6217.0,1.63,2.63
1394,Kappa Andromedae b,163.0,13.616 Jupiters,4.14,2012,Gas Giant,1.1 x Jupiter,55.0 AU,253.1 years,0.0,kap And,Imaging,,,10900.0,2.6,
1395,Kappa Coronae Borealis b,98.0,2.17 Jupiters,4.79,2007,Gas Giant,1.19 x Jupiter,2.65 AU,3.5 years,0.17,kap CrB,Radial Velocity,,,4871.0,1.5,4.85
1396,Kapteyn c,13.0,7 Earths,8.845,2014,Neptune-like,0.227 x Jupiter,0.311 AU,121.5 days,0.23,Kapteyn,Radial Velocity,,,3550.0,0.28,0.29
1397,KELT-10 b,597.0,0.679 Jupiters,10.854,2016,Gas Giant,1.399 x Jupiter,0.0525 AU,4.2 days,0.0,KELT-1,Transit,87.8,24.7,6518.0,1.32,1.46
1398,KELT-11 b,324.0,0.171 Jupiters,8.04,2017,Gas Giant,1.35 x Jupiter,0.06229 AU,4.7 days,0.0,KELT-10,Transit,88.61,0.308,5948.0,1.11,1.21
1399,KELT-12 b,1174.0,0.95 Jupiters,10.59,2017,Gas Giant,1.78 x Jupiter,0.06708 AU,5 days,0.0,KELT-11,Transit,85.3,,5375.0,1.44,2.69
1400,KELT-14 b,868.0,1.284 Jupiters,11.0,2016,Gas Giant,1.743 x Jupiter,0.03005 AU,1.7 days,0.0,KELT-12,Transit,84.47,0.209,6279.0,1.59,2.37
1401,KELT-15 b,1069.0,1.31 Jupiters,11.189,2016,Gas Giant,1.74 x Jupiter,0.04613 AU,3.3 days,0.0,KELT-14,Transit,78.3,0.322,5720.0,1.24,1.52
1402,KELT-16 b,1469.0,2.75 Jupiters,11.898,2017,Gas Giant,1.415 x Jupiter,0.02044 AU,1 days,0.0,KELT-15,Transit,88.3,,6003.0,2.06,1.78
1403,KELT-17 b,685.0,1.31 Jupiters,9.286,2016,Gas Giant,1.525 x Jupiter,0.04881 AU,3.1 days,0.0,KELT-16,Transit,84.4,1.2,6236.0,1.21,1.36
1404,KELT-18 b,1014.0,1.18 Jupiters,10.117,2017,Gas Giant,1.57 x Jupiter,0.0455 AU,2.9 days,0.0,KELT-17,Transit,84.87,0.46,7454.0,1.64,1.65
1405,KELT-19 A b,988.0,4.07 Jupiters,9.885,2017,Gas Giant,1.91 x Jupiter,0.0637 AU,4.6 days,0.0,KELT-18,Transit,88.86,0.377,6670.0,1.52,1.91
1406,KELT-1 b,855.0,27.23 Jupiters,10.701,2012,Gas Giant,1.11 x Jupiter,0.02466 AU,1.2 days,0.01,KELT-19 A,Transit,85.41,0.744,7500.0,1.62,1.83
1407,KELT-20 b,456.0,3.382 Jupiters,7.58,2017,Gas Giant,1.741 x Jupiter,0.0542 AU,3.5 days,0.0,KELT-2 A,Transit,88.6,,6327.0,1.54,1.93
1408,KELT-21 b,1354.0,3.91 Jupiters,10.541,2018,Gas Giant,1.586 x Jupiter,0.05224 AU,3.6 days,0.0,KELT-20,Transit,86.12,0.806,8720.0,1.76,1.56
1409,KELT-23 A b,409.0,0.938 Jupiters,10.253,2019,Gas Giant,1.323 x Jupiter,0.03302 AU,2.3 days,0.0,KELT-21,Transit,86.46,1.24,7598.0,1.46,1.64
1410,KELT-24 b,313.0,5.18 Jupiters,8.332,2019,Gas Giant,1.272 x Jupiter,0.06969 AU,5.6 days,0.08,KELT-23 A,Transit,85.37,0.503,5899.0,0.94,1.0
1411,KELT-2 A b,439.0,1.7 Jupiters,8.713,2012,Gas Giant,1.35 x Jupiter,0.05497 AU,4.1 days,0.0,KELT-24,Transit,89.17,3.13,6509.0,1.46,1.51
1412,KELT-3 b,689.0,1.94 Jupiters,9.873,2013,Gas Giant,1.56 x Jupiter,0.04123 AU,2.7 days,0.0,KELT-3,Transit,84.14,,6304.0,1.96,1.7
1413,KELT-4 A b,685.0,0.902 Jupiters,9.98,2016,Gas Giant,1.699 x Jupiter,0.04317 AU,3 days,0.0,KELT-4 A,Transit,83.16,0.228,6206.0,1.2,1.6
1414,KELT-6 b,791.0,0.52 Jupiters,10.418,2014,Gas Giant,1.3 x Jupiter,0.07939 AU,7.8 days,0.22,KELT-6,Transit,88.81,,6102.0,1.42,1.73
1415,KELT-6 c,791.0,3.71 Jupiters,10.418,2015,Gas Giant,1.16 x Jupiter,2.39 AU,3.5 years,0.21,KELT-6,Radial Velocity,,,6102.0,1.42,1.73
1416,KELT-7 b,448.0,1.39 Jupiters,8.54,2015,Gas Giant,1.6 x Jupiter,0.04415 AU,2.7 days,0.0,KELT-7,Transit,83.76,,6768.0,1.76,1.81
1417,KELT-8 b,648.0,0.66 Jupiters,10.833,2015,Gas Giant,1.62 x Jupiter,0.0455 AU,3.2 days,0.04,KELT-8,Transit,82.65,,5754.0,0.81,1.46
1418,KELT-9 b,671.0,2.88 Jupiters,7.55,2017,Gas Giant,1.891 x Jupiter,0.03462 AU,1.5 days,0.0,KELT-9,Transit,86.79,0.53,10170.0,2.52,2.36
1419,Kepler-1000 b,3017.0,20.3 Earths,13.192,2016,Neptune-like,0.425 x Jupiter,Unknown,120 days,0.0,Kepler-10,Transit,85.1,8.0,5708.0,0.91,1.06
1420,Kepler-1001 b,3291.0,10.1 Earths,15.33,2016,Neptune-like,0.281 x Jupiter,Unknown,14.3 days,0.0,Kepler-10,Transit,,3.14,5708.0,0.91,1.06
1421,Kepler-1001 c,3291.0,3.11 Earths,15.33,2020,Super Earth,1.578 x Earth,Unknown,9.2 days,0.0,Kepler-100,Transit,,14.25,5825.0,1.08,1.49
1422,Kepler-1002 b,1386.0,3.57 Earths,11.647,2016,Super Earth,1.71 x Earth,Unknown,4.3 days,0.0,Kepler-100,Transit,,,5825.0,1.08,1.49
1423,Kepler-1003 b,2848.0,3.82 Earths,14.023,2016,Super Earth,1.78 x Earth,Unknown,3.6 days,0.0,Kepler-100,Transit,,,5825.0,1.08,1.49
1424,Kepler-1004 b,3523.0,32.5 Earths,13.4,2016,Neptune-like,0.56 x Jupiter,Unknown,5.3 days,0.0,Kepler-1000,Transit,,,6453.0,1.4,1.51
1425,Kepler-1005 b,1680.0,2.86 Earths,13.184,2016,Super Earth,1.5 x Earth,Unknown,6.5 days,0.0,Kepler-1001,Transit,,,5491.0,0.9,0.88
1426,Kepler-1006 b,1618.0,2.99 Earths,14.563,2016,Super Earth,1.54 x Earth,Unknown,19.8 days,0.0,Kepler-1001,Transit,,,5491.0,0.9,0.88
1427,Kepler-1007 b,1191.0,2.67 Earths,14.735,2016,Super Earth,1.44 x Earth,Unknown,5.2 days,0.0,Kepler-1002,Transit,,,6144.0,1.22,1.57
1428,Kepler-1008 b,975.0,2.18 Earths,13.379,2016,Super Earth,1.28 x Earth,Unknown,12.4 days,0.0,Kepler-1003,Transit,,,6109.0,1.11,1.17
1429,Kepler-1009 b,917.0,5.35 Earths,15.301,2016,Neptune-like,2.17 x Earth,Unknown,11.4 days,0.0,Kepler-1004,Transit,,,4972.0,1.11,3.39
1430,Kepler-100 b,1003.0,7.34 Earths,11.129,2014,Super Earth,1.32 x Earth,Unknown,6.9 days,0.13,Kepler-1005,Transit,,,5782.0,1.0,1.06
1431,Kepler-100 c,1003.0,7.05 Earths,11.129,2014,Neptune-like,2.2 x Earth,Unknown,12.8 days,0.02,Kepler-1006,Transit,,,5328.0,0.78,0.74
1432,Kepler-100 d,1003.0,3 Earths,11.129,2014,Super Earth,1.61 x Earth,Unknown,35.3 days,0.38,Kepler-1007,Transit,,,4587.0,0.73,0.7
1433,Kepler-1010 b,1990.0,5.99 Earths,14.687,2016,Neptune-like,0.207 x Jupiter,Unknown,34.3 days,0.0,Kepler-1008,Transit,,,5066.0,0.81,0.78
1434,Kepler-1011 b,2805.0,8.6 Earths,15.203,2016,Neptune-like,0.256 x Jupiter,Unknown,5.8 days,0.0,Kepler-1009,Transit,,,4027.0,0.59,0.57
1435,Kepler-1012 b,1370.0,2.21 Earths,13.315,2016,Super Earth,1.29 x Earth,Unknown,5.5 days,0.0,Kepler-101,Transit,85.82,1.45,5667.0,1.17,1.56
1436,Kepler-1013 b,1412.0,5.27 Earths,14.408,2016,Neptune-like,2.15 x Earth,Unknown,18.9 days,0.0,Kepler-101,Transit,84.6,10.5,5667.0,1.17,1.56
1437,Kepler-1014 b,2192.0,6.3 Earths,14.627,2016,Neptune-like,0.213 x Jupiter,Unknown,16.6 days,0.0,Kepler-1010,Transit,,,5253.0,0.86,0.82
1438,Kepler-1015 b,3040.0,12.3 Earths,12.759,2016,Neptune-like,0.317 x Jupiter,Unknown,16 days,0.0,Kepler-1011,Transit,,,5416.0,0.91,0.88
1439,Kepler-1016 b,4042.0,5.39 Earths,15.319,2016,Neptune-like,2.18 x Earth,Unknown,2 days,0.0,Kepler-1012,Transit,,,5556.0,0.95,0.91
1440,Kepler-1016 c,4042.0,13.1 Earths,15.319,2016,Neptune-like,0.328 x Jupiter,Unknown,105.7 days,0.0,Kepler-1013,Transit,,,4954.0,0.81,0.76
1441,Kepler-1017 b,1807.0,4.62 Earths,14.115,2016,Super Earth,1.99 x Earth,Unknown,7.2 days,0.0,Kepler-1014,Transit,,,5388.0,0.88,0.84
1442,Kepler-1018 b,2916.0,7.18 Earths,15.014,2016,Neptune-like,0.23 x Jupiter,Unknown,49.1 days,0.0,Kepler-1015,Transit,,,6769.0,1.49,1.81
1443,Kepler-1019 b,646.0,2.73 Earths,13.593,2016,Super Earth,1.46 x Earth,Unknown,1.4 days,0.0,Kepler-1016,Transit,,,5821.0,0.99,1.0
1444,Kepler-101 b,3110.0,0.16 Jupiters,13.8,2014,Gas Giant,0.51 x Jupiter,0.0474 AU,3.5 days,0.09,Kepler-1016,Transit,,,5821.0,0.99,1.0
1445,Kepler-101 c,3110.0,3.78 Earths,13.8,2014,Super Earth,1.25 x Earth,0.0684 AU,6 days,0.0,Kepler-1017,Transit,,,5473.0,0.93,0.87
1446,Kepler-1020 b,1455.0,5.82 Earths,13.983,2016,Neptune-like,0.203 x Jupiter,Unknown,96.9 days,0.0,Kepler-1018,Transit,,,5518.0,0.91,0.88
1447,Kepler-1021 b,2730.0,6.04 Earths,15.173,2016,Neptune-like,0.208 x Jupiter,Unknown,13.5 days,0.0,Kepler-1019,Transit,,,4433.0,0.7,0.67
1448,Kepler-1022 b,1484.0,6.17 Earths,15.377,2016,Neptune-like,0.211 x Jupiter,Unknown,11 days,0.0,Kepler-102,Transit,,,4909.0,0.81,0.76
1449,Kepler-1023 b,2238.0,7.41 Earths,14.502,2016,Neptune-like,0.235 x Jupiter,Unknown,62.1 days,0.0,Kepler-102,Transit,,,4909.0,0.81,0.76
1450,Kepler-1024 b,3317.0,14.5 Earths,16.006,2016,Neptune-like,0.349 x Jupiter,Unknown,66.4 days,0.0,Kepler-102,Transit,,13.27,4909.0,0.81,0.76
1451,Kepler-1025 b,2336.0,4.58 Earths,13.556,2016,Super Earth,1.98 x Earth,Unknown,37.3 days,0.0,Kepler-102,Transit,,4.68,4909.0,0.81,0.76
1452,Kepler-1026 b,1269.0,5.52 Earths,14.202,2016,Neptune-like,2.21 x Earth,Unknown,36.5 days,0.0,Kepler-102,Transit,,,4909.0,0.81,0.76
1453,Kepler-1027 b,949.0,0.64 Earths,12.84,2016,Terrestrial,0.89 x Earth,Unknown,1.9 days,0.0,Kepler-1020,Transit,,,5227.0,0.87,0.8
1454,Kepler-1028 b,2065.0,2.33 Earths,14.31,2016,Super Earth,1.33 x Earth,Unknown,2.5 days,0.0,Kepler-1021,Transit,,,5431.0,0.89,0.86
1455,Kepler-1029 b,1377.0,2.13 Earths,14.301,2016,Super Earth,1.26 x Earth,Unknown,4.4 days,0.0,Kepler-1022,Transit,,,4445.0,0.71,0.68
1456,Kepler-102 b,353.0,4.3 Earths,11.478,2014,Terrestrial,0.47 x Earth,Unknown,5.3 days,0.0,Kepler-1023,Transit,,,5494.0,0.93,0.89
1457,Kepler-102 c,353.0,3 Earths,11.478,2014,Terrestrial,0.58 x Earth,Unknown,7.1 days,0.0,Kepler-1024,Transit,,,5143.0,0.81,0.78
1458,Kepler-102 d,353.0,3.8 Earths,11.478,2014,Super Earth,1.18 x Earth,Unknown,10.3 days,0.0,Kepler-1025,Transit,,,6089.0,1.09,1.13
1459,Kepler-102 e,353.0,8.93 Earths,11.478,2013,Super Earth,2.22 x Earth,Unknown,16.1 days,0.0,Kepler-1026,Transit,,,4948.0,0.79,0.75
1460,Kepler-102 f,353.0,5.2 Earths,11.478,2014,Terrestrial,0.88 x Earth,Unknown,27.5 days,0.0,Kepler-1027,Transit,,,5436.0,0.91,0.82
1461,Kepler-1030 b,2593.0,6.71 Earths,15.716,2016,Neptune-like,0.221 x Jupiter,Unknown,19.3 days,0.0,Kepler-1028,Transit,,,5522.0,0.9,0.87
1462,Kepler-1031 b,2417.0,0.59 Earths,13.8,2016,Terrestrial,0.87 x Earth,Unknown,1.2 days,0.0,Kepler-1029,Transit,,,5030.0,0.82,0.77
1463,Kepler-1032 b,1980.0,4.16 Earths,15.799,2016,Super Earth,1.87 x Earth,Unknown,3.3 days,0.0,Kepler-103,Transit,,1.38,5845.0,1.09,1.44
1464,Kepler-1033 b,4648.0,6.85 Earths,15.929,2016,Neptune-like,0.224 x Jupiter,Unknown,7.6 days,0.0,Kepler-103,Transit,,1.47,5845.0,1.09,1.44
1465,Kepler-1034 b,2303.0,5.73 Earths,15.074,2016,Neptune-like,0.202 x Jupiter,Unknown,12.1 days,0.0,Kepler-1030,Transit,,,4983.0,0.8,0.76
1466,Kepler-1035 b,1331.0,1.71 Earths,13.005,2016,Super Earth,1.17 x Earth,Unknown,2.7 days,0.0,Kepler-1031,Transit,,,6011.0,1.09,1.12
1467,Kepler-1036 b,1654.0,9.32 Earths,13.764,2016,Neptune-like,0.269 x Jupiter,Unknown,122.9 days,0.0,Kepler-1032,Transit,,,4647.0,0.77,0.71
1468,Kepler-1037 b,1471.0,2.18 Earths,14.231,2016,Super Earth,1.28 x Earth,Unknown,1.1 days,0.0,Kepler-1033,Transit,,,5547.0,0.94,0.92
1469,Kepler-1038 b,2029.0,12.2 Earths,14.856,2016,Neptune-like,0.315 x Jupiter,Unknown,148.5 days,0.0,Kepler-1034,Transit,,,5198.0,0.83,0.8
1470,Kepler-1039 b,1057.0,2.73 Earths,14.096,2016,Super Earth,1.46 x Earth,Unknown,0.9 days,0.0,Kepler-1035,Transit,,,5763.0,0.98,0.97
1471,Kepler-103 b,1637.0,9.7 Earths,12.247,2014,Neptune-like,0.301 x Jupiter,Unknown,16 days,0.03,Kepler-1036,Transit,,,5533.0,0.95,0.89
1472,Kepler-103 c,1637.0,36.1 Earths,12.247,2014,Neptune-like,0.459 x Jupiter,Unknown,179.6 days,0.02,Kepler-1037,Transit,,,5105.0,0.82,0.78
1473,Kepler-1040 b,1543.0,4.98 Earths,13.322,2016,Super Earth,2.08 x Earth,Unknown,201.1 days,0.0,Kepler-1038,Transit,,,5335.0,0.87,0.83
1474,Kepler-1041 b,3193.0,8.96 Earths,14.442,2016,Neptune-like,0.262 x Jupiter,Unknown,24.8 days,0.0,Kepler-1039,Transit,,,4870.0,0.79,0.74
